id,popularity,original_title,cast,director,tagline,keywords,overview,genres,release_year
10523,0.282905,W.,Josh Brolin|Elizabeth Banks|Ellen Burstyn|Ioan Gruffudd|Thandie Newton,Oliver Stone,A life misunderestimated.,usa|white house|u.s. president|george w. bush|president,"Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bushâ€™s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bushâ€™s decision to invade Iraq.",Drama|History,2008
9262,0.282246,My Mom's New Boyfriend,Meg Ryan|Antonio Banderas|Selma Blair|Colin Hanks|Trevor Morgan,George Gallo,His mom is dating his suspect. Let the surveillance begin.,,Henry Durand is a young federal agent who is given a difficult assignment: spy on his mother and her boyfriend who is suspected of leading a gang of art thieves.,Action|Comedy|Romance,2008
14061,0.282162,The Edge of Love,Keira Knightley|Cillian Murphy|Sienna Miller|Matthew Rhys|Lisa Stansfield,John Maybury,The only thing more dangerous than war... is love.,biography|poet,"Two feisty, free-spirited women are connected by the brilliant, charismatic poet who loves them both.",Drama|History|Romance,2008
15741,0.280928,Dorothy Mills,Carice van Houten|Jenn Murray|David Wilmot|Ger Ryan|David Ganly,AgnÃ¨s Merlet,,suicide|borderline personality disorder|psychiatrist|woman director,"When a gloomy, God-fearing island community is rocked by the murder of a young child, a psychologist is called in to examine Dorothy Mills, the teenager accused of the crime. Despite the villagers' resistance, the therapist soon suspects that Dorothy suffers from multiple personality disorder...",Drama|Thriller|Mystery|Horror,2008
14438,0.280555,Fireproof,Kirk Cameron|Erin Bethea|Ken Bevel|Stephen Dervan|Eric Young,Alex Kendrick,Never Leave Your Partner Behind.,father-son relationship|fire|firemen|christian|advice,"In Albany, the marriage of Caleb end Catherine Holt is in crisis and they decide to divorce. However, Caleb's father, John, proposes that his son delays their separation process for forty days and follow a procedure called ""The Love Dare"" to make them love each other again.",Drama,2008
17334,0.280443,The Other End of the Line,Jesse Metcalfe|Austin Basis|Larry Miller|Michael Chen|Nouva Monika Wahlgren,James Dodson,,,An employee at an Indian call-center travels to San Francisco to be with a guy she falls for over the phone,Comedy|Romance,2008
14244,0.279806,Chris Rock: Kill the Messenger,Chris Rock,Marty Callner,,stand-up|stand up comedy,"An HBO special edited from three performances from Chris Rock's 2008 comedy tour: London (dark suit, dark shirt), Johannesburg (black suit, white shirt) and New York (shiny jacket). Topics include the ongoing presidential campaign, the possibility of a black president, George W. Bush, gas prices, low-paid jobs, ringtones and bottled water, sex, relationships and the correct use of the n-word",Comedy,2008
12890,0.278543,Smart People,Dennis Quaid|Sarah Jessica Parker|Ellen Page|Thomas Haden Church|Ashton Holmes,Noam Murro,Sometimes the smartest people have the most to learn,professor|independent film|student,"Professor Lawrence Wetherhold (Dennis Quaid) might be imperiously brilliant, monumentally self-possessed and an intellectual giant -- but when it comes to solving the conundrums of love and family, he's as downright flummoxed as the next guy.",Comedy|Drama|Romance,2008
16061,0.27822,æ±äº¬æ®‹é…·è­¦å¯Ÿ,Eihi Shiina|Itsuji Itao|Yukihide Benny|Jiji BÃ»|Ikuko Sawada,Yoshihiro Nishimura,Tokyo Is Burning,mutant|police chief|engineer|blood splatter|revenge,"Set in a future-world vision of Tokyo where the police have been privatized and bitter self-mutilation is so casual that advertising is often specially geared to the ""cutter"" demographic, this is the story of samurai-sword-wielding Ruka and her mission to avenge her father's assassination. Ruka is a cop from a squad who's mission is to destroy homicidal mutant humans known as ""engineers"" possessing the ability to transform any injury to a weapon.",Adventure|Horror|Action|Science Fiction,2008
31451,0.244094,Forever Strong,Neal McDonough|Gary Cole|Sean Astin|Sean Faris|Julie Warner,Ryan Little,The Greatest Victories are Born in the Heart,sport,"Rick Penning lives life just like he plays rugby; fast, hard-hitting and intense. When life on the edge lands him in jail, prison ward Marcus Tate offers him a chance to get back in the game by playing for his rival, Highland Rugby. Reluctantly Rick joins the team where he must adopt the grueling training schedule that Coach Gelwix enforces, or finish out the season behind bars.",Drama,2008
8282,0.276672,L'Heure d'Ã©tÃ©,Juliette Binoche|Charles Berling|JÃ©rÃ©mie Renier|Edith Scob|Dominique Reymond,Olivier Assayas,,siblings|summer,Two brothers and a sister witness the disappearance of their childhood memories when they must relinquish the family belongings to ensure their deceased mother's succession.,Comedy|Drama,2008
8669,0.274362,Charlie Bartlett,Anton Yelchin|Robert Downey Jr.|Hope Davis|Kat Dennings|Tyler Hilton,Jon Poll,Popularity is a state of mind.,depression|suicide attempt|medicine|new love|drug addiction,"Awkward teenager Charlie Bartlett (Anton Yelchin) has trouble fitting in at a new high school. Charlie needs some friends fast, and decides that the best way to find them is to appoint himself the resident psychiatrist. He becomes one of the most popular guys in school by doling out advice and, occasionally, medication, to the student body.",Comedy|Drama,2008
14539,0.741302,Kong saan mei yan,Donnie Yen|Kelly Chen|Leon Lai|Guo Xiaodong|Kau Jan-Hoi,Ching Siu-Tung,,empress|swordsman,"After the death of her father, a woman is forced to take over as empress and fight to save her kingdom.",Action|Adventure|Foreign,2008
13956,0.268271,Fly Me to the Moon,Tim Curry|Robert Patrick|Kelly Ripa|Trevor Gagnon|Philip Bolden,Ben Stassen,First ever animated movie created for 3D,duringcreditsstinger,Three young houseflies stow away aboard the Apollo 11 flight to the moon.,Adventure|Fantasy|Animation|Action|Science Fiction,2008
12400,0.267935,Redbelt,Chiwetel Ejiofor|Tim Allen|Alice Braga|Jose Pablo Cantillo|Randy Couture,David Mamet,There's always a way out. You just have to find it.,film making|film producer|video surveillance|sport|interracial marriage,"Is there room for principle in Los Angeles? Mike Terry teaches jujitsu and barely makes ends meet. His Brazilian wife, whose family promotes fights, wants to see Mike in the ring making money, but to him competition is degrading. A woman sideswipes Mike's car and then, after an odd sequence of events, shoots out the studio's window. Later that evening, Mike rescues an action movie star in a fistfight at a bar. In return, the actor befriends Mike, gives him a gift, offers him work on his newest film, and introduces Mike's wife to his own - the women initiate business dealings. Then, things go sour all at once, Mike's debts mount, and going into the ring may be his only option.",Drama,2008
8929,0.267577,Johnny Mad Dog,Christopher Minie|Daisy Victoria Vandy|Dagbeh Tweh|Barry Chernoh,Jean-StÃ©phane Sauvaire,,civil war|africa|underage soldier|independent film|child soldier,A cast of unknown performers are used in this drama about child soldiers fighting a war in an unnamed African country.,War|Drama|Foreign|History,2008
17631,0.128712,Pranzo di ferragosto,Gianni Di Gregorio|Valeria De Franciscis|Maria CalÃ¬|Marina Cacciotti|Grazia Cesarini Sforza,Gianni Di Gregorio,,,"Gianni, 50 ans et des poussiÃ¨res, vit avec sa maman dans un grand appartement au coeur de Rome, oÃ¹ il s'occupe de tout : cuisine, mÃ©nage et courses. AcculÃ©s par les dettes, l'ensemble de la copropriÃ©tÃ© menace de les expulser car ils n'ont pas payÃ© leurs charges depuis plusieurs annÃ©es.Le syndic d'immeuble, Alfonso, propose alors Ã  Gianni un marchÃ© insolite : garder sa mÃ¨re pendant le week-end du 15 aoÃ»t, contre l'effacement de cette dette. Le jour dit, Gianni voit arriver non seulement la mÃ¨re d'Alfonso, mais aussi sa tante...Victime d'un malaise, Gianni appelle son ami mÃ©decin, qui lui demande Ã  son tour un service...",Drama|Comedy|Foreign,2008
10488,0.768409,Nim's Island,Abigail Breslin|Jodie Foster|Gerard Butler|Michael Carman|Mark Brady,Jennifer Flackett|Mark Levin,Your adventure starts here.,fictional place|exotic island|shipwreck|cruise|volcano,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,Adventure|Comedy|Family|Fantasy,2008
15641,0.265883,Vacancy 2: The First Cut,Brian Klugman|Agnes Bruckner|Trevor Wright|David Moscow|Arjay Smith,Eric Bross,"If the camera is on, you're dead.",,"Three young people check into the Meadow View Inn for a night's rest, fully unaware of the inn's sick-minded employees and their nefarious intentions.",Horror|Thriller,2008
10289,0.265233,15 ans et demi,Daniel Auteuil|Juliette Lamboley|Julie Ferrier|FranÃ§ois Damiens|Lionel Abelanski,FranÃ§ois Desagnat|Thomas Sorriaux,,paris|daughter|scientist,"The story about the age gap between a scientist father, Philipe Le Tallec, and his newly discovered teen aged daughter, Eglantine.",Comedy|Drama,2008
14871,0.26418,Make It Happen,Mary Elizabeth Winstead|Riley Smith|John Reardon|Tessa Thompson|Ashley Roberts,Darren Grant,Hear The Music. Feel The Beat.,,"Embarking on a journey to fulfill her dreams as a dancer, a young girl discovers a new style of dance that will prove to be the source of both conflict and self-discovery.",Drama|Romance,2008
15706,0.264137,Another Gay Sequel: Gays Gone Wild!,Jonah Blechman|Jake Mosser|Aaron Michael Davies|Jimmy Clabots|Euriamis Losada,Todd Stephens,,,"ANOTHER GAY SEQUEL finds our heroes ANDY, NICO, JAROD and GRIFF reuniting at a gay resort in sunny Fort Lauderdale for Spring Break. They participate in a contest called 'Gays Gone Wild!' to determine who can attain the most ""buttlove"" over the course of the vacation.",Comedy,2008
14248,0.259988,Igor,John Cusack|Myleene Klass|Robin Walsh|Matt McKenna|John Cleese,Anthony Leondis,All men aren't created Evil.,experiment|evil genius,"Animated fable about a clichÃ© hunchbacked evil scientist's assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",Animation|Comedy|Family|Fantasy,2008
15544,0.25984,Extreme Movie,Patrick J. Adams|Ryan Pinkston|Denise Boutte|Michael Cera|Frankie Muniz,Adam Jay Epstein|Andrew Jacobson,UNRATED. A film with many happy endings...,,A sketch comedy movie about the joys and embarrassments of teen sex. But mostly the embarrassments.,Comedy,2008
14643,0.259356,Boot Camp,Mila Kunis|Gregory Smith|Peter Stormare|Regine Nehy|Matthew Smalley,Christian Duguay,Every year troubled teens are sent away to change their lives. On this island they must fight to save them.,nudity|boot camp|reality spoof,A group of troubled teens are sent to a rehabilitation program housed in a remote camp on the island of Fiji. What their parents believe is a state-of-the-art deluxe institution in a beautiful natural environment turns out to be a prison-like boot camp where they are abused and brainwashed.,Drama|Thriller,2008
19422,0.258571,Lost in Austen,Jemima Rooper|Elliot Cowan|Tom Mison|Alex Kingston|Hugh Bonneville,Dan Zeff,Same story. Different centuries.,jane austen,"Amanda, an ardent Jane Austen fan, lives in present day London with her boyfriend Michael, until she finds she's swapped places with Austen's fictional creation Elizabeth Bennett.",Comedy|Drama|Family|Fantasy|Foreign,2008
13058,0.257241,Adulthood,Noel Clarke|Danny Dyer|Adam Deacon|Scarlett Alice Johnson|Shanika Warren-Markland,Noel Clarke,,urban life|independent film|drug use|urban violence,"The film picks up six years after the death of Trife (Aml Ameen) from the first film with the release of Sam (Noel Clarke) from jail where he has been for the past six and a half years for killing Trife. After being released, he goes to the cemetery where he visits Trife's tombstone where he is attacked by Trife's cousin.",Drama|Foreign,2008
13260,0.25588,Semi-Pro,Will Ferrell|Maura Tierney|Woody Harrelson|David Koechner|Will Arnett,Kent Alterman,Putting the funk into the dunk.,sport|basketball|flint michigan|nba|merger,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",Comedy,2008
14745,0.2552,The Haunting of Molly Hartley,Haley Bennett|Jake Weber|Chace Crawford|Shannon Woodward|Shanna Collins,Mickey Liddell,Her past is yet to come.,,"When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become.",Drama|Horror,2008
16409,0.253956,Last Chance Harvey,Dustin Hoffman|Emma Thompson|Eileen Atkins|Kathy Baker|Liane Balaban,Joel Hopkins,"When it comes to love, is it ever too late to take a chance?",work|wedding|father daughter relationship|duringcreditsstinger|american in the uk,"In London for his daughter's wedding, a struggling jingle-writer, Harvey Shine, misses his plane to New York, and thus loses his job. While drowning his sorrows in the airport pub, Harvey meets Kate, a British government worker stuck in an endless cycle of work, phone calls from her mother, and blind dates. A connection forms between the unhappy pair, who soon find themselves falling in love.",Drama|Comedy|Romance,2008
13092,0.659884,How to Lose Friends & Alienate People,Kelan Pannell|Janette Scott|Simon Pegg|Megan Fox|Gillian Anderson,Robert B. Weide,"He's across the pond, and out of his depth.",failure|starlet,"A British writer struggles to fit in at a high-profile magazine in New York. Based on Toby Young's memoir ""How to Lose Friends &amp; Alienate People"".",Comedy|Romance|Drama,2008
18585,0.248871,The Ramen Girl,Brittany Murphy|Tammy Blanchard|Gabriel Mann|Toshiyuki Nishida|Sohee Park,Robert Allan Ackerman,Her romance is on pins and noodles.,,"An American woman is stranded in Tokyo after breaking up with her boyfriend. Searching for direction in life, she trains to be a rÃ¢men chef under a tyrannical Japanese master.",Romance|Comedy|Drama,2008
40925,0.246447,Dream Boy,Stephan Bender|Max Roeg|Thomas Jay Ryan|Diana Scarwid|Owen Beckman,James Bolton,,,Two gay teenagers become involved in a relationship in the rural south in the late 70's.,Drama|Romance,2008
14833,0.245327,House,Michael Madsen|Reynaldo Rosales|Heidi Dippold|Julie Ann Emery|J.P. Davis,Robby Henson,,haunted house|supernatural|suspense,"Trying to recover from the nearly marriage-breaking stress following the death of their child, Jack (Reynaldo Rosales) and Stephanie (Heidi Dippold) spontaneously take off on a road trip. But when their car breaks down in a remote area, they find themselves in a horrific nightmare. Seeking shelter in a house, they soon realize that more danger lurks inside than outside in this spine-chiller based on Ted Dekker and Frank Peretti's best-seller.",Drama|Horror|Thriller,2008
16611,0.190238,Blackout,Amber Tamblyn|Aidan Gillen|Armie Hammer|Katie Stuart,Rigoberto CastaÃ±eda,,piercing|homeless man|broken leg|marco polo|stabbed in the shoulder,Three people from different walks of life find themselves trapped inside a stalled elevator. What at first seems like an inconvenience rapidly escalates into a nightmare.,Horror|Thriller,2008
21910,0.244375,I Sell The Dead,Dominic Monaghan|Larry Fessenden|Ron Perlman|Angus Scrimm|Brenda Cooney,Jeremiah Kipp|Zeke Dunn|Nicole Real|Glenn McQuaid,Never Trust A Corpse,grave|vampire|alien|undead|grave robber,"18th century justice catches up with a pair of grave robbers. With only a few hours to go before his date with the guillotine, Arthur Blake (Monaghan) tells his life story to Father Francis Duffy (Ron Perlman). Before long, Arthur spills the beans on how he got started in the grim corpse peddling business with seasoned ghoul Willie Grimes.",Comedy|Drama|Horror,2008
4627,0.243765,Krabat,David Kross|Daniel BrÃ¼hl|Robert Stadlober|Hanno Koffler|Christian Redl,Marco Kreuzpaintner,,apprentice|mill|middle ages|raven,"A 14-year-old orphan named Krabat flees the horrors of the 30 Years War by becoming an apprentice to an ominous master of a mysterious mill. Krabat is not only taught the craft of milling, but is also instructed in the sinister world of the darker arts. When the life of his friend and protector is threatened, Krabat must struggle to free himself from an evil sorcerer's control in a gripping fight for freedom, friendship and love.",Action|Fantasy|Horror,2008
14660,0.242941,Solstice,Elisabeth Harnois|Shawn Ashmore|Hilarie Burton|Amanda Seyfried|Tyler Hoechlin,Daniel Myrick,,,"A young girl uncovers a disturbing secret about her twin sister, who committed suicide just a few months before.",Drama|Horror|Thriller,2008
22007,0.24117,Train,Thora Birch|Gideon Emery|Gloria Votsis|Derek Magyar|Todd Jensen,Gideon Raff,You're in for a hell of a ride.,,This new Train tells the tale of an American wrestling team who board a train that just so happens to be used as a supermarket for organ harvesters.,Horror|Thriller,2008
16564,0.239048,Oorlogswinter,Martijn Lakemeier|Melody Klaver|Yorick van Wageningen|Jamie Campbell Bower|Raymond Thiry,Martin Koolhoven,"In 1945 Holland, a boy must choose between good and evil.",netherlands|world war ii,"During World War II in the freezing Netherlands winter of 1944/1945 the western Netherlands are in the grip of a famine.  Many people move east to provide for their families. Fourteen year old Michiel can't wait to join the Dutch resistance, to the dismay of his father, who, as mayor, works to prevent escalations in the village.",Drama|History|War,2008
55281,0.235312,NYC: Tornado Terror,Nicole de Boer|Sebastian Spence|Jerry Wasserman|Winston Rekert|Colby Johannson,Tibor TakÃ¡cs,,twister,"An unexplained, local split in the atmosphere causes a series of total unpredictable, yet devastating tornadoes. Rookie fireman Brian Flynn gets trapped in the underground sewage with his girlfriend, deputy mayor James 'Jim' Lawrence and climatologist Dr. Cassie Lawrence's niece Lori. Mayor Leonardo of New York initially refuses to pay proper attention to the phenomenon, a 'reelection threat', so the alert status remains too low for long. Atypical lightning discovered inside tornadoes adds unprecedented dangers. The Lawrences and aeronautics renegade Dr. Lars Liggenhorn conceive a possible solution by launching rockets, but NASA's Dr. Quinn overrules them, imposing standard silver iodine.",Drama|Action|Science Fiction|Thriller,2008
15749,0.234772,While She Was Out,Kim Basinger|Lukas Haas|Craig Sheffer|Luke Gair|Leonard Wu,Susan Montford,They Messed With the Wrong Woman on the Wrong Night,suspense|survival,A suburban housewife is forced to fend for herself when she becomes stranded in a desolate forest with four murderous thugs.,Action|Adventure|Drama|Horror|Thriller,2008
8942,0.232479,Wendy and Lucy,Michelle Williams|Will Patton|Will Oldham|John Robinson|Lucy,Kelly Reichardt,"On the long road, friendship is everything.",usa|friendship|survival|scar|family,"Wendy, a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet.",Drama,2008
3511,0.447804,The BrÃ¸ken,Lena Headey|Ulrich Thomsen|Melvil Poupaud|Michelle Duncan|Asier Newman,Sean Ellis,Face your fears.,london|sex|dream|architect|nudity,"The life of a successful radiologist spirals out of control when she sees the spitting image of herself driving down a London street. While attempting to uncover who the imposter could be, she stumbles into a terrifying mystery that her family and closest friends are somehow involved in, leaving her with no one to trust.",Thriller|Drama|Horror,2008
13989,0.230107,24: Redemption,Kiefer Sutherland|Cherry Jones|Bob Gunton|Colm Feore|Jon Voight,Jon Cassar,,,"Former federal agent Jack Bauer confronts African dictator Benjamin Juma, whose forces have been ordered to capture the children Bauer oversees for malicious military training.",Action|Adventure|Crime,2008
14255,0.229916,Pulse 3,Noureen DeWulf|Karley Scott Collins|Rider Strong|Brittany Finamore|Georgina Rylance,Joel Soisson,,suicide|video game|scissors|full moon|nuclear explosion,"Seven years after the last attack by the ""soulless ghosts"" who haunted the human race twice before, the world is left void of all deadly electronics that almost destroyed it... or so we thought. Living a primitive existence on the outskirts of the city, human survivors are surviving without any trace of technology. That is until 16 year old Justine enters the city and, letting her curiosity get the best of her, opens a working laptop and unknowingly unleashes the most terrifying attack the survivors have ever faced. In a world already torn and without hope, can humanity make it through the toughest struggle of all time?",Horror|Thriller,2008
8281,0.257041,J'ai toujours rÃªvÃ© d'Ãªtre un gangster,Anna Mouglalis|Edouard Baer|Jean Rochefort|Jean-Pierre Kalfon|Laurent Terzieff,Samuel Benchetrit,,paris|waitress,"Told in four vignettes, this existential comedy relates the exploits of four aspiring criminals who hope to improve their lot, but find that they might not have what it takes for a life of crime.",Drama|Comedy|Crime,2008
15342,0.22711,La Fille de Monaco,Fabrice Luchini|Roschdy Zem|Louise Bourgoin|StÃ©phane Audran|Gilles Cohen,Anne Fontaine,,monaco|night life|bodyguard|femme fatale|beautiful woman,"Bertrand Beauvois, a well-known attorney, is in Monte Carlo to defend a businessman's mother who murdered a gigolo with ties to gangsters. The businessman provides a bodyguard, Christophe, who is thorough and unsmiling. The middle-aged Beauvois is drawn to Audrey, in her 20s, free spirited, a local TV weather girl who once dated Christophe. Although Christophe warns Beauvois to stay away from Audrey, he's hooked and spends every moment with her he's not in court. What's her angle: is she a plant who'll ruin the case; is Beauvois her toy; is she digging for gold; or, is she genuine? Beauvois loves the wild sex but not her promiscuity. Has Christophe failed to protect him?",Comedy|Drama|Foreign|Romance,2008
20313,0.224721,John Mayer: Where the Light Is Live in Los Angeles,John Mayer|Steve Jordan|Pino Palladino|David Ryan Harris|Robbie McIntosh,,,rock|music|live|live concert|live performance,"Where The Light Is: John Mayer Live in Los Angeles captures the multi-GrammyÂ® Award-winning, Platinum-selling singer/songwriter in the element where fans love him the most: live on stage. This special concert includes three sets: an acoustic performance, a rare set with John Mayer Trio (John Mayer, Steve Jordan and Pino Palladino), as well as a set featuring Mayer's full band.",Music,2008
13490,0.224471,Welcome Home Roscoe Jenkins,Martin Lawrence|James Earl Jones|Margaret Avery|Joy Bryant|Cedric the Entertainer,Malcolm D. Lee,"Roscoe Jenkins aims for the heartstrings and funny bones, a raucous helping of family soul food.",talk show,"Martin Lawrence leads an all-star cast, including Cedric the Entertainer, Mo'Nique, and Mike Epps, in the hit comedy ""Welcome Home Roscoe Jenkins."" When a celebrated TV show host (Lawrence) returns to his hometown in the South, his family is there to remind him that going home is no vacation! It's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its ""over-the-top hilarity!"" (Roger Moore, Orlando Sentinel).",Comedy|Drama,2008
22152,0.224208,Lymelife,Alec Baldwin|Emma Roberts|Kieran Culkin|Cynthia Nixon|Rory Culkin,Derick Martini,The American Dream Sucks,alcohol|sex|adultery|dream|virgin,"A coming of age dramedy where infidelity, real estate, and Lyme disease have two families falling apart on Long Island in the early eighties. Scott, 15, is at the point in his life when he finds out that the most important people around him, his father, his mother, and his brother, are not exactly who he thought they were. They are flawed and they are human.",Comedy|Drama,2008
14541,0.222747,Jeff Dunham: Jeff Dunham's Very Special Christmas Special,Jeff Dunham|Brian Haner,Michael Simon,,holiday|ventriloquist|stand-up,The multi-platinum selling comedian performs his first holiday-themed stand-up special with his friends.,Comedy,2008
14145,0.22223,Dark Floors,Skye Bennett|Noah Huntley|Dominique McElligott|Ronald Pickup|William Hope,Pete Riski,,monster,A man emerges with his autistic daughter and three others from a hospital elevator to find themselves trapped in the building with devilish monsters.,Fantasy|Horror,2008
15088,0.222071,The Cutting Edge 3: Chasing the Dream,Matt Lanter|Francia Almendarez|Sarah Gadon|Benjamin Hollingsworth|Alycia Purrott,Stuart Gillard,,sport|sequel|figure skating|ice skating|sport competition,"A world class ice skater eager to take the top prize in the biggest competition around finds his dreams going up in flames after his partner suffers a debilitating injury in this romantic sports drama starring Matt Lanter, Francia Rosa, and Christy Carlson Romano. Zack (Lanter) was headed for the gold when his partner suffered an injury that made competing impossible, but could a feisty female hockey player prove the key to keeping his illustrious career on track? Alexandra is an amateur Latina hockey player who has never skated professionally and doesn't much care for Zack, though a little determination goes a long way in helping Zack convince her to join him on the ice. Now, as this unlikely pair begins the arduous training process that could make them both bona-fide superstars, the girl with the icy attitude finds her handsome partner's warmth and charm bringing about a most unexpected thaw.",Comedy|Drama|Romance,2008
14054,0.220417,Snow Angels,Kate Beckinsale|Sam Rockwell|Michael Angarano|Olivia Thirlby|Amy Sedaris,David Gordon Green,Some will fall. Some will fly.,suicide|depression|small town|family relationships|young love,"Waitress Annie has separated from her suicidal alcoholic husband, Glenn. Glenn has become an evangelical Christian, but his erratic attempts at getting back into Annie's life have alarmed her. High school student Arthur works at Annie's restaurant, growing closer to a new kid in town, Lila, after class. When Glenn and Annie's daughter go missing, the whole town searches for her, as he increasingly spirals out of control.",Drama|Romance,2008
16346,0.219441,Center Stage : Turn It Up,Rachele Brooke Smith|Kenny Wormald|Sarah Jayne Jensen|Peter Gallagher| Nicole MuÃ±oz,Steven Jacobson,,,"All self-taught dancer Kate Parker has ever wanted to do was perform with the American Academy of Ballet. But when she doesnt make it after auditioning, she learns that it takes more than precision and perfection to succeed in the dance world.",Drama|Family,2008
8359,0.219277,Kit Kittredge: An American Girl,Abigail Breslin|Chris O'Donnell|Julia Ormond|Stanley Tucci|Joan Cusack,Patricia Rozema,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",cincinnati|woman director,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",Comedy|Drama|Family,2008
22371,0.154973,Minutemen,Jason Dolley|Luke Benward|Nicholas Braun|Chelsea Kane|Kellie Cockrell,Lev L. Spiro,,time machine|high school,A comedy/sci-fi/adventure about three high school kids who invent a time machine to spare others just like them from the humiliation they've endured.,TV Movie|Comedy|Science Fiction|Family|Adventure,2008
19611,0.279117,Bo chi tung wah,Louis Koo|Barbie Hsu|Nick Cheung|Liu Ye|Fan Siu-Wong,Benny Chan,,,"A debt collector receives a call from a woman who is kidnapped by an unknown gang. He thinks it is a joke but soon, he realises that it is not a prank.",Thriller,2008
14070,0.21503,Ghajini,Aamir Khan|Asin Thottumkal|Jiah Khan|Pradeep Ram Singh Rawat,A.R. Murugadoss,,tattoo|short-term memory,Sanjay a rich tycoon suffering from short term memory loss due to being hit by a metal pole when trying to intervene on his girlfriend's murder. Because of this his memory can only last for 15 minutes and he doesn't remember events or incidents that have happened before in his life.,Action|Drama|Foreign|Mystery|Thriller,2008
168643,0.214856,XIII,Stephen Dorff|Caterina Murino|Val Kilmer|Greg Bryk|Stephen McHattie,Duane Clark,New World Order,amnesia|false identity|plastic surgery|based on comic book|conspiracy,"The first female US President Sally Sheridan is shot dead by a sniper during her Veterans Day speech. Her assassin narrowly escapes the scene with his life, national security hot on his heels - or so it seems. Three months later, an elderly couple discover the body of a wounded man in a tree, wearing a parachute. The young man cannot remember the slightest thing about his own identity.",Action|Crime|Mystery,2008
13692,0.214039,August,Josh Hartnett|Adam Scott|Robin Tunney|Andre Royo|Naomie Harris,Austin Chick,,independent film,"August is a 2008 drama film directed by Austin Chick and produced by 57th &amp; Irving. The screenplay by Howard A. Rodman focuses on two brothers, ambitious dot-com entrepreneurs attempting to keep their company afloat as the stock market begins to collapse in August 2001, one month prior to the 9/11 attacks.",Drama,2008
21182,0.079463,Young @ Heart,Joe Benoit|Helen Boston|Louise Canady|Chadwick Boseman|Nelsan Ellis,Sally George|Stephen Walker,You're Never Too Old To Rock.,massachusetts|choir|musical|death of a friend|rock,"Documents the true story of the final weeks of rehearsal for the Young at Heart Chorus in Northampton, MA and many of whom must overcome health adversities to participate. Their music going against the stereotype of their age group. Although they have toured Europe and sang for royalty, this account focuses on preparing new songs for a concert in their home town.",Documentary,2008
14301,0.352054,Dr. Horrible's Sing-Along Blog,Neil Patrick Harris|Nathan Fillion|Felicia Day|Simon Helberg|Nick Towne,Joss Whedon,He has a Ph.D. in horribleness!,musical|supervillain,"Dr. Horrible, an aspiring supervillain with his own video blog, is attempting to join the prestigious Evil League of Evil (led by the legendary ""thoroughbred of sin"", Bad Horse), but his plans are usually foiled by the egotistical superhero Captain Hammer. Dr. Horrible's life is thrown for a loop when he falls in love with Penny, a beautiful and optimistic advocate for the homeless he meets at the laundromat.",Adventure|Action|Comedy|Science Fiction|Music,2008
31299,0.204746,Little Ashes,Javier BeltrÃ¡n|Robert Pattinson|Matthew McNulty|Marina Gatell|Adria Allue,Paul Morrison,,artist|poet|friendship|prayer|love,"About the young life and loves of artist Salvador DalÃ­, filmmaker Luis BuÃ±uel and writer Federico GarcÃ­a Lorca.",Drama|Romance,2008
